DBN,NAME,TYPE,GRADES,DISTRICT,TEL,WEBSITE,SUBWAY,BUS,URL,LAT,LON,address
26Q172,Irwin Altman Middle School 172,Junior High-Intermediate-Middle,"06,07,08,SE","26",718-831-4000,https://www.MS172.org,N/A,"Q36, Q43, Q46, QM35, QM36, QM5, QM6, QM8, X68",https://tools.nycenet.edu/snapshot/2019/26Q172/EMS,40.74154,-73.713457,"81-14 257th Street, Queens NY 11004"
26Q178,P.S./ IS 178 Holliswood,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","26",718-464-5763,https://www.holliswood178.org,N/A,"Q17, Q46, QM1, QM31, QM35, QM36, QM5, QM6, QM7, QM8, S51, S52, S66, S74, S76, S78, S81, S84, S86",https://tools.nycenet.edu/snapshot/2019/26Q178/EMS,40.723784,-73.777107,"189-10 Radnor Road, Queens NY 11423"
27Q183,P.S. 183 Dr. Richard R. Green,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-634-9459,https://www.schools.nyc.gov/Find-a-School,"S to Beach 90th St-Holland; A to Beach 67th St-Gaston","Q22, Q52",https://tools.nycenet.edu/snapshot/2019/27Q183/EMS,40.58913,-73.80595,"2-45 Beach 79th Street, Queens NY 11693"
25Q185,J.H.S. 185 Edward Bleeker,Junior High-Intermediate-Middle,"06,07,08,SE","25",718-445-3232,https://www.jhs185.org,N/A,"Q15, Q15A, Q16, Q20A, Q20B, Q34, Q44-SBS, QM2, QM20, QM32",https://tools.nycenet.edu/snapshot/2019/25Q185/EMS,40.774897,-73.818551,"147-26 25th Drive, Queens NY 11354"
25Q189,J.H.S. 189 Daniel Carter Beard,Junior High-Intermediate-Middle,"06,07,08,SE","25",718-359-6676,https://www.schools.nyc.gov/Find-a-School,7 to Flushing-Main St,"Q12, Q13, Q15, Q15A, Q16, Q17, Q25, Q26, Q27, Q28, Q34, Q48, Q65, QM3",https://tools.nycenet.edu/snapshot/2019/25Q189/EMS,40.760112,-73.818345,"144-80 Barclay Avenue, Queens NY 11355"
28Q190,J.H.S. 190 Russell Sage,Junior High-Intermediate-Middle,"06,07,08,SE","28",718-830-4970,https://www.schools.nyc.gov/Find-a-School,"M, R to 67th Ave; E, F to Forest Hills - 71st Ave","Q23, Q60, Q64, QM11, QM12, QM18, QM4, QM42, QM44",https://tools.nycenet.edu/snapshot/2019/28Q190/EMS,40.723639,-73.851896,"68-17 Austin Street, Queens NY 11375"
29Q192,I.S. 192 The Linden,Junior High-Intermediate-Middle,"06,07,08,SE","29",718-479-5540,https://www.is192q.com,N/A,"Q2, Q4, Q77, Q83",https://tools.nycenet.edu/snapshot/2019/29Q192/EMS,40.705852,-73.752789,"109-89 204th Street, Queens NY 11412"
25Q194,J.H.S. 194 William Carr,Junior High-Intermediate-Middle,"06,07,08,SE","25",718-746-0818,https://www.schools.nyc.gov/Find-a-School,N/A,"Q15, Q15A, Q16, Q76, QM2, QM20, QM32",https://tools.nycenet.edu/snapshot/2019/25Q194/EMS,40.783069,-73.807108,"154-60 17th Avenue, Queens NY 11357"
25Q200,P.S./M.S. 200 - The Magnet School of Global Studie,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","25",718-969-7780,https://www.globalstudiesandleadership.org,N/A,"Q17, Q25, Q34, Q64, Q65, Q88, QM4, QM44",https://tools.nycenet.edu/snapshot/2019/25Q200/EMS,40.731315,-73.805474,"70-10 164th Street, Queens NY 11365"
27Q202,J.H.S. 202 Robert H. Goddard,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-848-0001,https://www.ms202q.org,N/A,"B15, BM5, Q11, Q21, Q41, Q7, QM15",https://tools.nycenet.edu/snapshot/2019/27Q202/EMS,40.671148,-73.845803,"138-30 Lafayette Street, Queens NY 11417"
30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,"06,07,08,SE","30",718-937-1463,https://www.schools.nyc.gov/Find-a-School,"N, Q to 36 Ave-Washington Ave; M, R to 36th St; F to 21st St - Queensbridge; E to Queens Plaza","Q100, Q101, Q102, Q103, Q104, Q66, Q69",https://tools.nycenet.edu/snapshot/2019/30Q204/EMS,40.756479,-73.932337,"36-41 28th Street, Queens NY 11106"
27Q207,P.S. 207 Rockwood Park,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-848-2700,https://www.schools.nyc.gov/Find-a-School,N/A,"Q21, Q41, Q52, Q53, QM15, QM16, QM17",https://tools.nycenet.edu/snapshot/2019/27Q207/EMS,40.65757,-73.844042,"159-15 88th Street, Queens NY 11414"
29Q208,P.S./I.S. 208,K-8,"0K,01,02,03,04,05,06,07,08,SE","29",718-468-6420,https://www.schools.nyc.gov/Find-a-School,N/A,"Q36, Q43, Q46, QM36, QM6",https://tools.nycenet.edu/snapshot/2019/29Q208/EMS,40.744352,-73.72764,"74-30 Commonwealth Blvd, Queens NY 11426"
27Q210,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-845-5942,https://www.ms210q.schoolwires.net,A to Rockaway Blvd,"Q11, Q112, Q21, Q24, Q37, Q41, Q52, Q53, Q7, Q8, QM15",https://tools.nycenet.edu/snapshot/2019/27Q210/EMS,40.684876,-73.847578,"93-11 101st Avenue, Queens NY 11416"
26Q216,J.H.S. 216 George J. Ryan,Junior High-Intermediate-Middle,"06,07,08,SE","26",718-358-2005,https://www.ryan216.org,N/A,"Q17, Q30, Q31, Q88, QM1, QM31, QM35, QM5, QM7, QM8",https://tools.nycenet.edu/snapshot/2019/26Q216/EMS,40.737194,-73.794253,"64-20 175th Street, Queens NY 11365"
28Q217,J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle,"06,07,08,SE","28",718-657-1120,https://www.28q217.nycdoe.org,"F to Sutphin Blvd; E to Briarwood - Van Wyck Blvd","Q111, Q112, Q114, Q20A, Q20B, Q25, Q34, Q40, Q43, Q44-SBS, Q46, Q60, Q83, QM21",https://tools.nycenet.edu/snapshot/2019/28Q217/EMS,40.710447,-73.811723,"85-05 144th Street, Queens NY 11435"
25Q219,P.S. 219 Paul Klapper,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","25",718-793-2130,https://www.psms219.org,N/A,"Q20A, Q20B, Q25, Q34, Q44-SBS, Q64, Q88, QM4, QM44",https://tools.nycenet.edu/snapshot/2019/25Q219/EMS,40.737581,-73.824099,"144-39 Gravett Road, Queens NY 11367"
27Q226,J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-843-2260,https://www.virgilgrissom.com,N/A,"Q10, Q37, Q7, Q9, QM18",https://tools.nycenet.edu/snapshot/2019/27Q226/EMS,40.674782,-73.816909,"121-10 Rockaway Boulevard, Queens NY 11420"
30Q227,I.S. 227 Louis Armstrong,Junior High-Intermediate-Middle,"0K,05,06,07,08,SE","30",718-335-7500,https://www.armstrong227q.com,7 to Junction Blvd,"Q19, Q23, Q49, Q66, Q72, QM3",https://tools.nycenet.edu/snapshot/2019/30Q227/EMS,40.757849,-73.874662,"32-02 Junction Boulevard, Queens NY 11369"
30Q230,I.S. 230,Junior High-Intermediate-Middle,"06,07,08,SE","30",718-335-7648,https://www.schools.nyc.gov/Find-a-School,"M, R to 65th St; 7, E, F to Jackson Hts-Roosevelt Ave","Q32, Q33, Q47, Q49, Q53, Q66, Q70-SBS, QM3",https://tools.nycenet.edu/snapshot/2019/30Q230/EMS,40.752723,-73.892828,"73-10 34th Avenue, Queens NY 11372"
27Q232,P.S. 232 Lindenwood,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-848-9247,https://www.ps232q.org,N/A,"B15, BM5, Q11, Q21, Q41, Q7, QM15",https://tools.nycenet.edu/snapshot/2019/27Q232/EMS,40.665296,-73.850876,"153-23 83rd Street, Queens NY 11414"
30Q235,Academy for New Americans,Junior High-Intermediate-Middle,"06,07,08","30",718-956-4140,https://www.schools.nyc.gov/Find-a-School,"N, Q to 30 Ave-Grand Ave","M60-SBS, Q100, Q101, Q102, Q104, Q18, Q19, Q69",https://tools.nycenet.edu/snapshot/2019/30Q235/EMS,40.767053,-73.923047,"30-14 30th Street, Queens NY 11102"
30Q235,Academy for New Americans,Junior High-Intermediate-Middle,"06,07,08","30",718-956-4140,https://www.schools.nyc.gov/Find-a-School,"N, Q to 30 Ave-Grand Ave","M60-SBS, Q100, Q101, Q102, Q104, Q18, Q19, Q69",https://tools.nycenet.edu/snapshot/2019/30Q235/EMS,40.767116,-73.923022,"30-14 30th Street, Queens NY 11102"
25Q237,I.S. 237,Junior High-Intermediate-Middle,"06,07,08,SE","25",718-353-6464,https://www.rcis237.org,N/A,"Q17, Q20A, Q20B, Q25, Q27, Q34, Q44-SBS, Q65",https://tools.nycenet.edu/snapshot/2019/25Q237/EMS,40.749715,-73.821584,"46-21 Colden Street, Queens NY 11355"
29Q238,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,"06,07,08,SE","29",718-297-9821,https://www.schools.nyc.gov/Find-a-School,F to Jamaica - 179th St,"Q1, Q110, Q17, Q2, Q3, Q36, Q43, Q76, Q77, Q83, X68",https://tools.nycenet.edu/snapshot/2019/29Q238/EMS,40.712955,-73.77937,"88-15 182nd Street, Queens NY 11423"
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,Junior High-Intermediate-Middle,"06,07,08,SE","25",718-591-9000,https://www.rfk250.com,N/A,"Q25, Q34, Q46, Q64, Q65, QM1, QM31, QM35, QM36, QM5, QM6, QM7, QM8",https://tools.nycenet.edu/snapshot/2019/25Q250/EMS,40.723935,-73.80928,"158-40 76th Road, Queens NY 11366"
25Q252,"Queens School of Inquiry, The",Secondary School,"06,07,08,09,10,11,12,SE","25",718-380-6929,https://www.queensinquiry.com,N/A,"Q25, Q34, Q46, Q64, Q65, QM1, QM31, QM35, QM36, QM5, QM6, QM7, QM8",https://tools.nycenet.edu/snapshot/2019/25Q252/EMS,40.724487,-73.809221,"158-40 76th Road, Queens NY 11366"
29Q259,Pathways College Preparatory School: A College Boa,Secondary School,"06,07,08,09,10,11,12,SE","29",718-454-4957,https://www.pathwaysprep.org,N/A,"Q2, Q4, Q77, Q83",https://tools.nycenet.edu/snapshot/2019/29Q259/EMS,40.706213,-73.752986,"109-89 204th Street, Queens NY 11412"
27Q262,Channel View School for Research,Secondary School,"06,07,08,09,10,11,12,SE","27",718-634-1970,https://www.cvsr.info,"A, S to Beach 98th St-Playland","Q22, Q52, Q53, QM16, QM17",https://tools.nycenet.edu/snapshot/2019/27Q262/EMS,40.58617,-73.825323,"100-00 Beach Channel Drive, Queens NY 11694"
26Q266,P.S./I.S. 266,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","26",718-479-3920,https://www.http://psis266.org,N/A,"Q36, Q43, Q46, QM36, QM6",https://tools.nycenet.edu/snapshot/2019/26Q266/EMS,40.746203,-73.728587,"74-10 Commonwealth Boulevard, Queens NY 11426"
29Q268,P.S./I.S. 268,K-8,"0K,01,02,03,04,05,06,07,08,SE","29",718-206-3240,https://www.psis268q.org,F to Jamaica - 179th St,"Q1, Q110, Q17, Q2, Q20A, Q20B, Q24, Q3, Q30, Q31, Q36, Q4, Q41, Q42, Q43, Q44-SBS, Q5, Q54, Q56, Q6, Q76, Q77, Q8, Q83, Q84, Q85, Q9, X64, X68",https://tools.nycenet.edu/snapshot/2019/29Q268/EMS,40.707514,-73.784919,"92-07 175th Street, Queens NY 11433"
29Q270,The Gordon Parks School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","29",718-341-8280,https://www.schools.nyc.gov/Find-a-School,N/A,"Q5, Q84, X63",https://tools.nycenet.edu/snapshot/2019/29Q270/EMS,40.674975,-73.736115,"233-15 Merrick Boulevard, Queens NY 11422"
25Q281,East-West School of International Studies,Secondary School,"06,07,08,09,10,11,12,SE","25",718-353-0009,https://www.ewsis.org,N/A,"Q17, Q20A, Q20B, Q25, Q27, Q34, Q44-SBS, Q65",https://tools.nycenet.edu/snapshot/2019/25Q281/EMS,40.749393,-73.821507,"46-21 Colden Street, Queens NY 11355"
27Q282,Knowledge and Power Preparatory Academy VI,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-471-6934,https://www.schools.nyc.gov/Find-a-School,A to Beach 25th St-Wavecrest,"Q114, Q22, QM17",https://tools.nycenet.edu/snapshot/2019/27Q282/EMS,40.601336,-73.764012,"8-21 Bay 25th Street, Queens NY 11691"
29Q283,Preparatory Academy for Writers: A College Board S,Secondary School,"06,07,08,09,10,11,12,SE","29",718-949-8405,https://www.preparatoryacademyforwriters.com,N/A,"Q3, Q77, Q85",https://tools.nycenet.edu/snapshot/2019/29Q283/EMS,40.669061,-73.757942,"143-10 Springfield Boulevard, Queens NY 11413"
28Q284,York Early College Academy,Secondary School,"06,07,08,09,10,11,12,SE","28",718-262-8547,https://www.yorkearlycollegeacademy.com,N/A,"Q111, Q112, Q113, Q114, Q4, Q42, Q5, Q60, Q83, Q84, Q85, X64",https://tools.nycenet.edu/snapshot/2019/28Q284/EMS,40.697022,-73.786501,"108-35 167th Street, Queens NY 11433"
25Q285,World Journalism Preparatory: A College Board Scho,Secondary School,"06,07,08,09,10,11,12,SE","25",718-461-2219,https://www.wjps.org,N/A,"Q12, Q13, Q16, Q28, Q31, Q76, QM3",https://tools.nycenet.edu/snapshot/2019/25Q285/EMS,40.764633,-73.789315,"34-65 192nd Street, Queens NY 11358"
30Q286,"Young Women's Leadership School, Astoria",Secondary School,"06,07,08,09,10,11,12,SE","30",718-267-2839,https://www.tywls-astoria.org,"N, Q to 30 Ave-Grand Ave","Q100, Q103, Q18, Q69",https://tools.nycenet.edu/snapshot/2019/30Q286/EMS,40.770514,-73.923781,"23-15 Newtown Avenue, Queens NY 11102"
28Q287,The Emerson School,Junior High-Intermediate-Middle,"06,07,08,SE","28",718-657-4801,https://www.theemersonschool.com,N/A,"Q111, Q112, Q113, Q114, Q4, Q42, Q5, Q60, Q83, Q84, Q85, X64",https://tools.nycenet.edu/snapshot/2019/28Q287/EMS,40.697136,-73.786625,"108-35 167th Street, Queens NY 11433"
29Q289,Queens United Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","29",718-723-3501,https://www.queensunited.org,N/A,"Q5, Q85, X63",https://tools.nycenet.edu/snapshot/2019/29Q289/EMS,40.672337,-73.743622,"229-02 137th Avenue, Queens NY 11413"
30Q291,Hunters Point Community Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","30",718-609-3300,https://www.hunterspointcms.org,"G to 21st St; 7 to Vernon Blvd-Jackson Ave","B32, B43, B62, Q103",https://tools.nycenet.edu/snapshot/2019/30Q291/EMS,40.743124,-73.959254,"1-50 51st Avenue, Queens NY 11101"
25Q294,BELL Academy,Junior High-Intermediate-Middle,"06,07,08,SE","25",718-428-0587,https://www.thebellacademy.com,N/A,"Q13, Q16, Q28, QM2, QM20, QM32",https://tools.nycenet.edu/snapshot/2019/25Q294/EMS,40.782597,-73.778408,"18-25 212th Street, Queens NY 11360"
29Q295,P.S./I.S. 295,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","29",718-464-1433,https://www.psis295q.org,N/A,Q27,https://tools.nycenet.edu/snapshot/2019/29Q295/EMS,40.720338,-73.731577,"222-14 Jamaica Avenue, Queens NY 11428"
27Q297,Hawtree Creek Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-659-3792,https://www.hcms297.org,N/A,"Q10, Q37, Q7, Q9, QM18",https://tools.nycenet.edu/snapshot/2019/27Q297/EMS,40.674921,-73.816975,"121-10 Rockaway Boulevard, Queens NY 11420"
30Q300,The 30th Avenue School (G&T Citywide),K-8,"0K,01,02,03,04,05,06,07,08,SE","30",718-726-0501,https://www.q300.org,"N, Q to 30 Ave-Grand Ave","M60-SBS, Q100, Q102, Q104, Q18, Q19, Q69",https://tools.nycenet.edu/snapshot/2019/30Q300/EMS,40.767912,-73.922745,"31-51 21st Street, Queens NY 11106"
27Q309,Academy of Medical Technology: A College Board Sch,Secondary School,"06,07,08,09,10,11,12,SE","27",718-471-3571,https://www.AMTNYC.org,A to Beach 25th St-Wavecrest,"Q114, Q22, QM17",https://tools.nycenet.edu/snapshot/2019/27Q309/EMS,40.601558,-73.763848,"8-21 Bay 25th Street, Queens NY 11691"
28Q310,Queens Collegiate: A College Board School,Secondary School,"06,07,08,09,10,11,12,SE","28",718-658-4016,https://www.queenscollegiate.wordpress.com,F to 169th St,"Q1, Q17, Q2, Q25, Q3, Q30, Q31, Q34, Q36, Q43, Q6, Q65, Q76, Q77, Q8, X68",https://tools.nycenet.edu/snapshot/2019/28Q310/EMS,40.714507,-73.79876,"167-01 Gothic Drive, Queens NY 11432"
24Q311,Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-507-3820,https://www.CASA311.org,7 to 103rd St - Corona Plaza,"Q23, Q29, Q38, Q48, Q58, Q72",https://tools.nycenet.edu/snapshot/2019/24Q311/EMS,40.746174,-73.865303,"98-11 44th Avenue, Queens NY 11368"
24Q311,Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-507-3820,https://www.CASA311.org,7 to 103rd St - Corona Plaza,"Q23, Q29, Q38, Q48, Q58, Q72",https://tools.nycenet.edu/snapshot/2019/24Q311/EMS,40.746049,-73.865065,"98-11 44th Avenue, Queens NY 11368"
27Q318,Waterside School For Leadership,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-634-1128,https://www.watersideschoolforleadership.com,"A, S to Rockaway Park-Beach 116th","Q22, Q35, Q52, Q53, QM16",https://tools.nycenet.edu/snapshot/2019/27Q318/EMS,40.581209,-73.831035,"190 Beach 110th Street, Queens NY 11694"
27Q319,Village Academy,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-471-6042,https://www.vanyc.org,A to Far Rockaway - Mott Ave,"Q113, Q114, Q22, QM17",https://tools.nycenet.edu/snapshot/2019/27Q319/EMS,40.604233,-73.750016,"10-45 Nameoke Street, Queens NY 11691"
27Q323,Scholars' Academy,Secondary School,"06,07,08,09,10,11,12,SE","27",718-474-6918,https://www.scholarsnyc.com/about-us/ms-admissions,"A, S to Beach 105th St-Seaside","Q22, Q52, Q53, QM16",https://tools.nycenet.edu/snapshot/2019/27Q323/EMS,40.584656,-73.825418,"320 Beach 104th Street, Queens NY 11694"
29Q327,Eagle Academy for Young Men III,Secondary School,"06,07,08,09,10,11,12,SE","29",718-480-2600,https://www.schools.nyc.gov/Find-a-School,N/A,"Q111, Q113, Q114, Q4, Q42, Q5, Q84, Q85, X63",https://tools.nycenet.edu/snapshot/2019/29Q327/EMS,40.691538,-73.778706,"171-10 Linden Boulevard, Queens NY 11434"
28Q332,Redwood Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","28",718-276-4540,https://www.schools.nyc.gov/Find-a-School,N/A,"Q111, Q113, Q114, Q6, Q85, QM21",https://tools.nycenet.edu/snapshot/2019/28Q332/EMS,40.675209,-73.775849,"133-25 Guy R Brewer Boulevard, Queens NY 11434"
27Q333,Goldie Maple Academy,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-945-3300,https://www.schools.nyc.gov/Find-a-School,N/A,"Q22, QM17",https://tools.nycenet.edu/snapshot/2019/27Q333/EMS,40.593901,-73.786826,"3-65 Beach 56th Street, Queens NY 11692"
29Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","29",718-977-6181,https://www.camsq355.org,N/A,"Q111, Q113, Q114, Q3, Q77, Q85",https://tools.nycenet.edu/snapshot/2019/29Q355/EMS,40.664584,-73.759415,"145-00 Springfield Boulevard, Queens NY 11413"
29Q356,Community Voices Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","29",718-977-6180,https://www.covoms356.org,N/A,"Q111, Q113, Q114, Q3, Q77, Q85",https://tools.nycenet.edu/snapshot/2019/29Q356/EMS,40.66509,-73.75931,"145-00 Springfield Boulevard, Queens NY 11413"
28Q358,M.S. 358,Junior High-Intermediate-Middle,"06,07,08,SE","28",718-558-6240,https://www.ms358q.org,"F to 169th St; E, J, Z to Jamaica Center - Parsons / Archer","Q1, Q110, Q111, Q112, Q113, Q114, Q17, Q2, Q20A, Q20B, Q24, Q25, Q3, Q30, Q31, Q34, Q36, Q4, Q41, Q42, Q43, Q44-SBS, Q5, Q54, Q56, Q6, Q65, Q76, Q77, Q8, Q83, Q84, Q85, Q9, X68",https://tools.nycenet.edu/snapshot/2019/28Q358/EMS,40.708955,-73.797987,"88-08 164th Street, Queens NY 11432"
25Q379,College Point Collaborative,Junior High-Intermediate-Middle,"06,07,SE","25",631-729-1006,https://www.schools.nyc.gov/Find-a-School,N/A,"Q20B, Q25, Q65, Q76",https://tools.nycenet.edu/snapshot/2019/25Q379/EMS,40.784995,-73.843662,"124-06 14th Avenue, Queens, NY 11356"
25Q499,"The Queens College School for Math, Science and Te",K-8,"PK,0K,01,02,03,04,05,06,07,08","25",718-461-7462,https://www.ps499formst.weebly.com,N/A,"Q17, Q20A, Q20B, Q25, Q34, Q44-SBS, Q88",https://tools.nycenet.edu/snapshot/2019/25Q499/EMS,40.738603,-73.820876,"148-20 Reeves Avenue, Queens NY 11367"
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",Secondary School,"06,07,08,09,10,11,12,SE","24",718-472-5671,https://www.rfwagner.org,"G to Court Sq - 23rd St; E, M, R to Queens Plaza; 7 to 33rd St","B24, B62, Q100, Q101, Q102, Q32, Q39, Q60, Q67, Q69",https://tools.nycenet.edu/snapshot/2019/24Q560/EMS,40.742406,-73.936188,"47-07 30th Place, Queens NY 11101"
28Q680,Queens Gateway to Health Sciences Secondary School,Secondary School,"06,07,08,09,10,11,12,SE","28",718-969-3155,https://www.queensgateway.com,N/A,"Q25, Q34, Q46, Q65, QM1, QM31, QM35, QM36, QM5, QM6, QM7, QM8",https://tools.nycenet.edu/snapshot/2019/28Q680/EMS,40.71822,-73.806122,"160-20 Goethals Avenue, Queens NY 11432"
28Q896,"Young Women's Leadership School, Queens",Secondary School,"06,07,08,09,10,11,12","28",718-725-0402,https://www.tywlsqueens.org,"F to Parsons Blvd; E, J, Z to Jamaica Center - Parsons / Archer","Q1, Q110, Q111, Q112, Q113, Q114, Q17, Q2, Q20A, Q20B, Q24, Q25, Q3, Q30, Q31, Q34, Q36, Q4, Q40, Q41, Q42, Q43, Q44-SBS, Q5, Q54, Q56, Q6, Q65, Q76, Q77, Q8, Q83, Q84, Q85, Q9, X68",https://tools.nycenet.edu/snapshot/2019/28Q896/EMS,40.708588,-73.804447,"150-91 87th Road, Queens NY 11432"
31R002,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-987-5336,https://www.egbert2.org,SIR to Jefferson Ave,"S51, S76, S78, S79-SBS, S81, X1, X2, X3, X4, X5, X7, X8, X9",https://tools.nycenet.edu/snapshot/2019/31R002/EMS,40.576461,-74.099774,"333 Midland Avenue, Staten Island NY 10306"
31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-697-8488,https://www.is7vikings.org,N/A,"S55, S56, S59, S78",https://tools.nycenet.edu/snapshot/2019/31R007/EMS,40.522961,-74.186057,"1270 Huguenot Avenue, Staten Island NY 10312"
31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-982-4700,https://www.barnes24.org,SIR to Great Kills,"S54, S78, S79-SBS, X1, X4, X5, X7, X8",https://tools.nycenet.edu/snapshot/2019/31R024/EMS,40.545225,-74.145766,"225 Cleveland Avenue, Staten Island NY 10308"
31R027,I.S. 027 Anning S. Prall,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-981-8800,https://www.N/A,N/A,"S44, S46, S48, S53, S54, S94, S96, S98, X14, X30",https://tools.nycenet.edu/snapshot/2019/31R027/EMS,40.628026,-74.117998,"11 Clove Lake Place, Staten Island NY 10310"
31R028,The Eagle Academy for Young Men of Staten Island,Secondary School,"06,07,08,09,10,11,SE","31",718-727-6201,https://www.schools.nyc.gov/Find-a-School,SIR to Clifton,"S51, S52, S66, S74, S76, S78, S84, S86",https://tools.nycenet.edu/snapshot/2019/31R028/EMS,40.62057,-74.080471,"101 Warren Street, Staten Island NY 10304"
31R034,I.S. 034 Tottenville,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-477-4500,https://www.is34.org,N/A,"S59, S74, X17, X22, X22A",https://tools.nycenet.edu/snapshot/2019/31R034/EMS,40.508353,-74.243295,"528 Academy Avenue, Staten Island NY 10307"
31R048,P.S. 048 William G. Wilcox,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","31",718-447-8323,https://www.psis48.echalksites.com,SIR to Grasmere,"S53, S74, S76, S78, S84, S86, S93, X10, X14, X15",https://tools.nycenet.edu/snapshot/2019/31R048/EMS,40.603337,-74.091294,"1050 Targee Street, Staten Island NY 10304"
31R049,I.S. 49 Berta A. Dreyfus,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-727-6040,https://www.berta49.org,SIR to Clifton,"S51, S52, S66, S74, S76, S78, S84, S86",https://tools.nycenet.edu/snapshot/2019/31R049/EMS,40.620685,-74.080747,"101 Warren Street, Staten Island NY 10304"
31R051,I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-981-0502,https://www.is51.org,N/A,"S44, S48, S57, S59, S89, S94, S98, X10, X10B, X12, X14, X30, X42",https://tools.nycenet.edu/snapshot/2019/31R051/EMS,40.622871,-74.145591,"20 Houston Street, Staten Island NY 10302"
31R061,I.S. 061 William A Morris,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-727-8481,https://www.williamamorrisis61.org,N/A,"S42, S44, S46, S48, S94, S96, S98, X30",https://tools.nycenet.edu/snapshot/2019/31R061/EMS,40.63464,-74.098201,"445 Castleton Avenue, Staten Island NY 10301"
31R063,Marsh Avenue School for Expeditionary Learning,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-370-6850,https://www.maels.net,N/A,"S44, S55, S56, S59, S61, S79-SBS, S89, S91, S94, X17, X17A, X17J, X31",https://tools.nycenet.edu/snapshot/2019/31R063/EMS,40.581897,-74.159186,"100 Essex Drive, Staten Island NY 10314"
31R072,I.S. 072 Rocco Laurie,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-698-5757,https://www.is72.org,N/A,"S44, S59, S61, S89, S91, S94, X17, X17A, X17J, X31",https://tools.nycenet.edu/snapshot/2019/31R072/EMS,40.592415,-74.158719,"33 Ferndale Avenue, Staten Island NY 10314"
31R075,I.S. 075 Frank D. Paulo,Junior High-Intermediate-Middle,"06,07,08,SE","31",718-356-0130,https://www.is75.org,N/A,"S56, X17, X17J, X19",https://tools.nycenet.edu/snapshot/2019/31R075/EMS,40.544397,-74.197248,"455 Huguenot Avenue, Staten Island NY 10312"
31R080,The Michael J. Petrides School,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","31",718-815-0186,https://www.petridesschool.com,N/A,"S53, S61, S62, S66, S78, S93, X14",https://tools.nycenet.edu/snapshot/2019/31R080/EMS,40.60773,-74.105882,"715 Ocean Terrace, Staten Island NY 10301"
31R861,Staten Island School of Civic Leadership,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","31",718-697-5250,https://www.sisclnyc.com,N/A,"S40, S46, S48, S90, S96, S98, X12, X17, X17A, X17J, X19, X30, X42",https://tools.nycenet.edu/snapshot/2019/31R861/EMS,40.620165,-74.164217,"280 Regis Drive, Staten Island NY 10314"
